## Sun Jul 11 04:36:26 2021
## emapper-2.1.4-2
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --data_dir /dev/shm/ -o out --output_dir /data/shared/emapper_jobs/user_data/MM_jkofz70s --temp_dir /data/shared/emapper_jobs/user_data/MM_jkofz70s --override -m diamond -i /data/shared/emapper_jobs/user_data/MM_jkofz70s/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
USA300HOU_RS00005	525378.HMPREF0793_1044	1.2e-220	772.3	COG0593@1|root,COG0593@2|Bacteria,1TPV7@1239|Firmicutes,4H9MW@91061|Bacilli,4GXGA@90964|Staphylococcaceae	91061|Bacilli	L	it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids	dnaA	GO:0003674,GO:0003676,GO:0003677,GO:0003688,GO:0003690,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006270,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0034641,GO:0034645,GO:0042802,GO:0043170,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901576,GO:1990837	-	ko:K02313	ko02020,ko04112,map02020,map04112	-	-	-	ko00000,ko00001,ko03032,ko03036	-	-	-	Bac_DnaA,Bac_DnaA_C,DnaA_N
USA300HOU_RS00260	525378.HMPREF0793_1658	1.3e-33	149.1	2DZIG@1|root,32VBI@2|Bacteria,1VIUB@1239|Firmicutes,4HRZP@91061|Bacilli,4GZSX@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DUF4870
USA300HOU_RS00265	1288.SXYLSMQ121_0328	1.7e-92	345.9	COG2801@1|root,COG2801@2|Bacteria,1TSET@1239|Firmicutes,4HAMH@91061|Bacilli,4GYWR@90964|Staphylococcaceae	91061|Bacilli	L	Molecular Function DNA binding, Biological Process DNA recombination	-	-	-	ko:K07497	-	-	-	-	ko00000	-	-	-	HTH_21,rve
USA300HOU_RS00270	176280.SE_0026	1.9e-86	325.1	COG1670@1|root,COG1670@2|Bacteria,1VBWU@1239|Firmicutes,4IDZZ@91061|Bacilli,4GYDI@90964|Staphylococcaceae	91061|Bacilli	J	Acetyltransferase (GNAT) domain	-	-	2.3.1.57	ko:K00657	ko00330,ko01100,ko04216,map00330,map01100,map04216	M00135	R01154	RC00004,RC00096	ko00000,ko00001,ko00002,ko01000	-	-	-	Acetyltransf_3,Acetyltransf_4
USA300HOU_RS00275	176279.SERP2469	1.1e-209	735.7	COG1062@1|root,COG1062@2|Bacteria,1TP8E@1239|Firmicutes,4HAH9@91061|Bacilli,4GYHQ@90964|Staphylococcaceae	91061|Bacilli	C	Alcohol dehydrogenase GroES-like domain	adhC	-	1.1.1.1,1.1.1.90	ko:K00001,ko:K00055	ko00010,ko00071,ko00350,ko00360,ko00622,ko00623,ko00625,ko00626,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00360,map00622,map00623,map00625,map00626,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01220	M00537,M00538	R00623,R00754,R01763,R02124,R02611,R04304,R04805,R04880,R05233,R05234,R05282,R05347,R05348,R06917,R06927,R07105,R08281,R08306,R08310	RC00050,RC00087,RC00088,RC00099,RC00116,RC00649,RC01734,RC02273	ko00000,ko00001,ko00002,ko01000	-	-	-	ADH_N,ADH_zinc_N
USA300HOU_RS00280	176279.SERP2468	3.4e-27	127.1	29J4Y@1|root,3062C@2|Bacteria,1TZ2S@1239|Firmicutes,4I89S@91061|Bacilli,4GZUR@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
USA300HOU_RS00285	435838.HMPREF0786_01641	5.6e-86	323.6	COG4333@1|root,COG4333@2|Bacteria,1VI5E@1239|Firmicutes,4HQ54@91061|Bacilli,4GXWT@90964|Staphylococcaceae	91061|Bacilli	V	Protein of unknown function (DUF1643)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1643
USA300HOU_RS00290	435838.HMPREF0786_01640	5.8e-49	199.9	COG0827@1|root,COG0827@2|Bacteria,1VKXJ@1239|Firmicutes,4I0AM@91061|Bacilli,4GZHD@90964|Staphylococcaceae	91061|Bacilli	L	Staphylococcal protein of unknown function (DUF960)	-	-	-	-	-	-	-	-	-	-	-	-	DUF960
USA300HOU_RS00295	176279.SERP2501	3e-54	217.6	29I9Y@1|root,30571@2|Bacteria,1TXTQ@1239|Firmicutes,4I6W0@91061|Bacilli,4GZ77@90964|Staphylococcaceae	91061|Bacilli	S	Pfam:DUF950	-	-	-	-	-	-	-	-	-	-	-	-	SAUGI
USA300HOU_RS14935	176280.SE_0034	5.1e-24	116.3	COG1876@1|root,COG1876@2|Bacteria,1V1F7@1239|Firmicutes,4HG3S@91061|Bacilli,4GZ90@90964|Staphylococcaceae	91061|Bacilli	M	D-alanyl-D-alanine carboxypeptidase	-	-	3.4.17.14	ko:K07260	ko00550,ko01100,ko01502,ko02020,map00550,map01100,map01502,map02020	M00651	-	-	ko00000,ko00001,ko00002,ko01000,ko01002,ko01011,ko01504	-	-	-	VanY
USA300HOU_RS00300	176280.SE_0162	1.9e-19	100.9	COG2963@1|root,COG2963@2|Bacteria,1VFYX@1239|Firmicutes,4HNKT@91061|Bacilli,4GZHM@90964|Staphylococcaceae	91061|Bacilli	L	Helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_28
USA300HOU_RS00305	176280.SE_0102	1e-170	605.9	COG0549@1|root,COG0549@2|Bacteria,1TP9H@1239|Firmicutes,4H9QD@91061|Bacilli,4GX2I@90964|Staphylococcaceae	91061|Bacilli	E	Belongs to the carbamate kinase family	arcC	-	2.7.2.2	ko:K00926	ko00220,ko00230,ko00910,ko01100,ko01120,ko01200,map00220,map00230,map00910,map01100,map01120,map01200	-	R00150,R01395	RC00002,RC00043,RC02803,RC02804	ko00000,ko00001,ko01000	-	-	-	AA_kinase
USA300HOU_RS00310	176280.SE_0103	7e-189	666.4	COG0078@1|root,COG0078@2|Bacteria,1TPF2@1239|Firmicutes,4H9X8@91061|Bacilli,4GXB4@90964|Staphylococcaceae	91061|Bacilli	E	Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline	argF	-	2.1.3.3	ko:K00611	ko00220,ko01100,ko01110,ko01130,ko01230,map00220,map01100,map01110,map01130,map01230	M00029,M00844	R01398	RC00096	ko00000,ko00001,ko00002,ko01000	-	-	-	OTCace,OTCace_N
USA300HOU_RS00315	176280.SE_0104	2e-126	458.4	COG0664@1|root,COG0664@2|Bacteria,1V7C0@1239|Firmicutes,4HJ7Z@91061|Bacilli,4H0F3@90964|Staphylococcaceae	91061|Bacilli	T	catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	arcR	GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141	-	ko:K21828	-	-	-	-	ko00000,ko03000	-	-	-	HTH_Crp_2,cNMP_binding
USA300HOU_RS00320	176280.SE_0105	2.8e-255	887.5	COG0531@1|root,COG0531@2|Bacteria,1TSSB@1239|Firmicutes,4HA92@91061|Bacilli,4GYNY@90964|Staphylococcaceae	91061|Bacilli	E	Arginine ornithine antiporter	arcD	-	-	ko:K03756,ko:K03758	-	-	-	-	ko00000,ko02000	2.A.3.2	-	-	AA_permease_2
USA300HOU_RS00325	176280.SE_0106	1e-234	818.9	COG2235@1|root,COG2235@2|Bacteria,1TQWS@1239|Firmicutes,4HCMG@91061|Bacilli,4GXBQ@90964|Staphylococcaceae	91061|Bacilli	E	Arginine	arcA	-	3.5.3.6	ko:K01478	ko00220,ko01100,ko01110,ko01130,map00220,map01100,map01110,map01130	-	R00552	RC00177	ko00000,ko00001,ko01000	-	-	-	Amidinotransf
USA300HOU_RS00330	176280.SE_0107	6.7e-75	286.6	COG1438@1|root,COG1438@2|Bacteria,1TXST@1239|Firmicutes,4I6UT@91061|Bacilli,4GZ1R@90964|Staphylococcaceae	91061|Bacilli	K	Regulates arginine biosynthesis genes	-	-	-	-	-	-	-	-	-	-	-	-	Arg_repressor,Arg_repressor_C
USA300HOU_RS00335	176280.SE_0110	6.1e-73	280.0	COG0589@1|root,COG0589@2|Bacteria,1V9KI@1239|Firmicutes,4HK11@91061|Bacilli,4GZ9V@90964|Staphylococcaceae	91061|Bacilli	T	Universal stress protein family	-	-	-	-	-	-	-	-	-	-	-	-	Usp
USA300HOU_RS14940	1122915.AUGY01000134_gene2125	4.1e-08	63.2	COG2217@1|root,COG2217@2|Bacteria,1TQ07@1239|Firmicutes,4H9SP@91061|Bacilli,26QEF@186822|Paenibacillaceae	91061|Bacilli	P	COG2217 Cation transport ATPase	-	-	3.6.3.3,3.6.3.5	ko:K01534	-	-	-	-	ko00000,ko01000	3.A.3.6	-	-	E1-E2_ATPase,HMA,Hydrolase
USA300HOU_RS14945	1229783.C273_11787	2.3e-37	161.0	COG3316@1|root,COG3316@2|Bacteria,1TTKR@1239|Firmicutes,4HCB4@91061|Bacilli,4GX8U@90964|Staphylococcaceae	91061|Bacilli	L	COG3316 Transposase and inactivated derivatives	tnp1216	-	-	ko:K07498	-	-	-	-	ko00000	-	-	-	DDE_Tnp_IS240
USA300HOU_RS00350	342451.SSP1894	7.6e-125	453.4	COG2267@1|root,COG2267@2|Bacteria,1UZ5S@1239|Firmicutes,4HG02@91061|Bacilli,4GXMP@90964|Staphylococcaceae	91061|Bacilli	I	alpha/beta hydrolase fold	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_4
USA300HOU_RS00355	176280.SE_0051	1e-191	676.0	COG3547@1|root,COG3547@2|Bacteria,1TP4A@1239|Firmicutes,4HDAB@91061|Bacilli,4H1GZ@90964|Staphylococcaceae	91061|Bacilli	L	Transposase	-	-	-	-	-	-	-	-	-	-	-	-	DEDD_Tnp_IS110,Transposase_20
USA300HOU_RS00360	1220551.SCHR_10220	1.7e-125	455.3	COG0500@1|root,COG0500@2|Bacteria,1V468@1239|Firmicutes,4HICS@91061|Bacilli,4GXVQ@90964|Staphylococcaceae	91061|Bacilli	Q	Methyltransferase domain	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_23,Methyltransf_31
USA300HOU_RS00365	1220551.SCHR_10215	2.1e-288	997.7	COG0747@1|root,COG0747@2|Bacteria,1TQ6S@1239|Firmicutes,4HDK6@91061|Bacilli,4GY2Z@90964|Staphylococcaceae	91061|Bacilli	E	ABC transporter, substrate-binding protein, family 5	-	-	-	ko:K02035	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	SBP_bac_5
USA300HOU_RS00370	1220551.SCHR_10210	2.1e-166	591.7	COG0601@1|root,COG0601@2|Bacteria,1V9UW@1239|Firmicutes,4HJJM@91061|Bacilli,4GYSG@90964|Staphylococcaceae	91061|Bacilli	P	ABC transporter (permease)	-	-	-	ko:K02033	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	BPD_transp_1
USA300HOU_RS00375	1220551.SCHR_10205	2e-135	488.4	COG1173@1|root,COG1173@2|Bacteria,1V6I5@1239|Firmicutes,4HIP8@91061|Bacilli,4H1F7@90964|Staphylococcaceae	91061|Bacilli	P	Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K02034	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	BPD_transp_1
USA300HOU_RS00380	1220551.SCHR_10200	3.7e-129	467.6	COG0444@1|root,COG0444@2|Bacteria,1UJ8Z@1239|Firmicutes,4IT53@91061|Bacilli,4GYTF@90964|Staphylococcaceae	91061|Bacilli	EP	ABC transporter	-	-	-	ko:K02031	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	ABC_tran
USA300HOU_RS00385	1220551.SCHR_10195	8e-106	389.8	COG1124@1|root,COG1124@2|Bacteria,1VE79@1239|Firmicutes,4HN8E@91061|Bacilli,4GZ00@90964|Staphylococcaceae	91061|Bacilli	EP	ABC transporter, ATP-binding protein	-	-	-	ko:K02032	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	ABC_tran
USA300HOU_RS00390	861530.ALOZ01000057_gene2200	0.0	1252.7	COG2217@1|root,COG2217@2|Bacteria,1TP5S@1239|Firmicutes,4HAI0@91061|Bacilli,4GY0V@90964|Staphylococcaceae	91061|Bacilli	P	P-type ATPase	copB	-	3.6.3.4	ko:K01533	-	-	R00086	RC00002	ko00000,ko01000	3.A.3.5	-	-	E1-E2_ATPase,Hydrolase
USA300HOU_RS00395	176279.SERP2437	2.9e-96	357.8	COG1388@1|root,COG1388@2|Bacteria,1V3Q9@1239|Firmicutes,4HH9X@91061|Bacilli,4GY4G@90964|Staphylococcaceae	91061|Bacilli	M	Protein of unknown function (DUF1541)	ydhK	-	-	-	-	-	-	-	-	-	-	-	DUF1541
USA300HOU_RS00415	1280.SAXN108_0081	4.7e-76	290.4	COG0042@1|root,COG0042@2|Bacteria,1TQ2R@1239|Firmicutes,4HA9K@91061|Bacilli,4GX35@90964|Staphylococcaceae	91061|Bacilli	J	Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines	dus	-	-	-	-	-	-	-	-	-	-	-	Dus
USA300HOU_RS00425	525378.HMPREF0793_1681	7.3e-106	390.2	COG0730@1|root,COG0730@2|Bacteria,1TRIE@1239|Firmicutes,4HARW@91061|Bacilli,4GYJT@90964|Staphylococcaceae	91061|Bacilli	S	membrane transporter protein	yrkJ	-	-	ko:K07090	-	-	-	-	ko00000	-	-	-	TauE
USA300HOU_RS00430	1167632.AJTR01000009_gene928	3.3e-34	150.6	COG1937@1|root,COG1937@2|Bacteria,1VFB9@1239|Firmicutes,4HNVQ@91061|Bacilli,4GZQQ@90964|Staphylococcaceae	91061|Bacilli	S	Metal-sensitive transcriptional repressor	csoR	-	-	-	-	-	-	-	-	-	-	-	Trns_repr_metal
USA300HOU_RS00435	1167632.AJTR01000009_gene929	9.9e-165	586.3	COG0425@1|root,COG0607@1|root,COG2210@1|root,COG0425@2|Bacteria,COG0607@2|Bacteria,COG2210@2|Bacteria,1V2R5@1239|Firmicutes,4HG2Y@91061|Bacilli,4GXMM@90964|Staphylococcaceae	91061|Bacilli	OP	Belongs to the sulfur carrier protein TusA family	yrkE	-	-	-	-	-	-	-	-	-	-	-	DrsE_2,Rhodanese,TusA
USA300HOU_RS00440	525378.HMPREF0793_1684	5.6e-234	816.6	COG0491@1|root,COG0607@1|root,COG0491@2|Bacteria,COG0607@2|Bacteria,1TSQZ@1239|Firmicutes,4HCYZ@91061|Bacilli,4GXSH@90964|Staphylococcaceae	91061|Bacilli	P	Rhodanese Homology Domain	baeB	-	3.1.2.6	ko:K01069	ko00620,map00620	-	R01736	RC00004,RC00137	ko00000,ko00001,ko01000	-	-	-	Lactamase_B,Rhodanese
USA300HOU_RS14950	1405498.SSIM_00915	2.3e-27	127.9	COG0446@1|root,COG0446@2|Bacteria,1UC47@1239|Firmicutes,4HDIM@91061|Bacilli,4GWZF@90964|Staphylococcaceae	91061|Bacilli	S	Pyridine nucleotide-disulphide oxidoreductase	-	-	1.8.5.4	ko:K17218	ko00920,map00920	-	R10152	RC03155	ko00000,ko00001,ko01000	-	-	-	Pyr_redox_2
USA300HOU_RS14955	1179226.AJXO01000031_gene1947	3.5e-107	394.4	COG0446@1|root,COG0446@2|Bacteria,1UC47@1239|Firmicutes,4HDIM@91061|Bacilli,4GWZF@90964|Staphylococcaceae	91061|Bacilli	S	Pyridine nucleotide-disulphide oxidoreductase	-	-	1.8.5.4	ko:K17218	ko00920,map00920	-	R10152	RC03155	ko00000,ko00001,ko01000	-	-	-	Pyr_redox_2
USA300HOU_RS00455	1280.SAXN108_0081	7e-175	619.8	COG0042@1|root,COG0042@2|Bacteria,1TQ2R@1239|Firmicutes,4HA9K@91061|Bacilli,4GX35@90964|Staphylococcaceae	91061|Bacilli	J	Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines	dus	-	-	-	-	-	-	-	-	-	-	-	Dus
USA300HOU_RS00460	1034809.SLUG_05080	1.8e-11	74.7	29IIJ@1|root,305FS@2|Bacteria,1TY5G@1239|Firmicutes,4I78R@91061|Bacilli,4H06G@90964|Staphylococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
USA300HOU_RS00465	1280.SAXN108_0082	3.9e-39	167.2	COG3070@1|root,COG3070@2|Bacteria,1VDA8@1239|Firmicutes,4HPF6@91061|Bacilli,4GZVQ@90964|Staphylococcaceae	91061|Bacilli	K	TfoX N-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	TfoX_N
USA300HOU_RS00470	104623.Ser39006_03598	5e-72	278.5	COG0477@1|root,COG2814@2|Bacteria,1Q2VE@1224|Proteobacteria,1RTG1@1236|Gammaproteobacteria,405F5@613|Serratia	1236|Gammaproteobacteria	EGP	Major Facilitator Superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
USA300HOU_RS00475	1167632.AJTR01000095_gene1998	2.6e-48	198.4	COG0655@1|root,COG0655@2|Bacteria,1V1DK@1239|Firmicutes,4HG41@91061|Bacilli,4GXUC@90964|Staphylococcaceae	91061|Bacilli	S	NADPH-dependent FMN reductase	ywqN	-	-	-	-	-	-	-	-	-	-	-	FMN_red,Flavodoxin_2
USA300HOU_RS00480	1167632.AJTR01000095_gene1999	3.6e-93	348.2	COG0583@1|root,COG0583@2|Bacteria,1UCV1@1239|Firmicutes,4HE6I@91061|Bacilli,4GZUN@90964|Staphylococcaceae	91061|Bacilli	K	LysR substrate binding domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
USA300HOU_RS00485	435838.HMPREF0786_01775	2.4e-58	231.9	COG2329@1|root,COG2329@2|Bacteria,1V7WZ@1239|Firmicutes,4HJI7@91061|Bacilli,4H0S5@90964|Staphylococcaceae	91061|Bacilli	S	Domain of unknown function (DUF4865)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4865
USA300HOU_RS00490	435838.HMPREF0786_01776	1.1e-50	206.8	COG0583@1|root,COG0583@2|Bacteria,1UXP3@1239|Firmicutes,4I30X@91061|Bacilli,4H0SC@90964|Staphylococcaceae	91061|Bacilli	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1
USA300HOU_RS00500	1280.SAXN108_0084	0.0	1949.9	COG0419@1|root,COG0507@1|root,COG1112@1|root,COG0419@2|Bacteria,COG0507@2|Bacteria,COG1112@2|Bacteria,1TQCB@1239|Firmicutes,4HBDJ@91061|Bacilli,4GX58@90964|Staphylococcaceae	91061|Bacilli	L	AAA domain	-	-	-	-	-	-	-	-	-	-	-	-	AAA_11,AAA_12,PLDc_2,Viral_helicase1
USA300HOU_RS00510	1280.SAXN108_0086	1.5e-183	648.7	COG0823@1|root,COG0823@2|Bacteria,1V5TH@1239|Firmicutes,4HHCI@91061|Bacilli	91061|Bacilli	U	phosphatidylinositol-specific phospholipase C	-	GO:0005575,GO:0005576	4.6.1.13	ko:K01771	ko00562,map00562	-	R03332	RC00017,RC00425	ko00000,ko00001,ko01000	-	-	-	PI-PLC-X
USA300HOU_RS00515	1280.SAXN108_0087	1.5e-117	429.1	2BZG7@1|root,33UD8@2|Bacteria,1VUQY@1239|Firmicutes,4HVK1@91061|Bacilli,4H0G4@90964|Staphylococcaceae	91061|Bacilli	M	Csa1 family	-	-	-	-	-	-	-	-	-	-	-	-	DUF576
USA300HOU_RS00520	1280.SAXN108_0087	3.5e-111	407.9	2BZG7@1|root,33UD8@2|Bacteria,1VUQY@1239|Firmicutes,4HVK1@91061|Bacilli,4H0G4@90964|Staphylococcaceae	91061|Bacilli	M	Csa1 family	-	-	-	-	-	-	-	-	-	-	-	-	DUF576
USA300HOU_RS00525	1280.SAXN108_0087	3.8e-118	431.0	2BZG7@1|root,33UD8@2|Bacteria,1VUQY@1239|Firmicutes,4HVK1@91061|Bacilli,4H0G4@90964|Staphylococcaceae	91061|Bacilli	M	Csa1 family	-	-	-	-	-	-	-	-	-	-	-	-	DUF576
USA300HOU_RS00530	1280.SAXN108_0087	2e-114	418.7	2BZG7@1|root,33UD8@2|Bacteria,1VUQY@1239|Firmicutes,4HVK1@91061|Bacilli,4H0G4@90964|Staphylococcaceae	91061|Bacilli	M	Csa1 family	-	-	-	-	-	-	-	-	-	-	-	-	DUF576
USA300HOU_RS00535	1280.SAXN108_0088	0.0	1469.5	COG2207@1|root,COG3664@1|root,COG2207@2|Bacteria,COG3664@2|Bacteria,1UZXQ@1239|Firmicutes,4HNZD@91061|Bacilli	91061|Bacilli	K	AraC family transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	AraC_binding,HTH_18
USA300HOU_RS00540	1280.SAXN108_0089	5.9e-219	766.5	COG1473@1|root,COG1473@2|Bacteria,1TPD7@1239|Firmicutes,4H9WQ@91061|Bacilli,4GX83@90964|Staphylococcaceae	91061|Bacilli	E	Metal-dependent amidase aminoacylase carboxypeptidase	amd	-	-	-	-	-	-	-	-	-	-	-	M20_dimer,Peptidase_M20
USA300HOU_RS00545	1280.SAXN108_0090	1.8e-243	848.2	COG0477@1|root,COG0477@2|Bacteria,1UHNW@1239|Firmicutes,4IS4S@91061|Bacilli,4GX24@90964|Staphylococcaceae	91061|Bacilli	EGP	of the major facilitator superfamily	-	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944	-	ko:K08170	-	M00702	-	-	ko00000,ko00002,ko01504,ko02000	2.A.1.3.23,2.A.1.3.59	-	-	MFS_1
USA300HOU_RS00550	1078083.HMPREF1208_01998	3.2e-247	860.9	COG1283@1|root,COG1283@2|Bacteria,1TP4K@1239|Firmicutes,4HAZ0@91061|Bacilli,4GXBK@90964|Staphylococcaceae	91061|Bacilli	P	Na+/Pi-cotransporter	yjbB	-	-	ko:K03324	-	-	-	-	ko00000,ko02000	2.A.58.2	-	-	Na_Pi_cotrans,PhoU
USA300HOU_RS00555	1280.SAXN108_0093	0.0	1184.5	COG4716@1|root,COG4716@2|Bacteria,1TQZ6@1239|Firmicutes,4HAYH@91061|Bacilli,4GXB1@90964|Staphylococcaceae	91061|Bacilli	S	MCRA family	mycA	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005504,GO:0005515,GO:0006082,GO:0006629,GO:0006631,GO:0008150,GO:0008152,GO:0008289,GO:0009987,GO:0016829,GO:0016835,GO:0016836,GO:0019752,GO:0031406,GO:0032787,GO:0033293,GO:0036094,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0043177,GO:0043436,GO:0044237,GO:0044238,GO:0044255,GO:0044281,GO:0046983,GO:0048037,GO:0050151,GO:0050660,GO:0050662,GO:0071704,GO:0071949,GO:0097159,GO:1901265,GO:1901363	4.2.1.53	ko:K10254	-	-	-	-	ko00000,ko01000	-	-	-	MCRA
USA300HOU_RS00560	596319.STAWA0001_0280	4.5e-75	288.1	COG0697@1|root,COG0697@2|Bacteria,1TSKX@1239|Firmicutes,4HBPE@91061|Bacilli	91061|Bacilli	EG	COG0697 Permeases of the drug metabolite transporter (DMT) superfamily	-	-	-	-	-	-	-	-	-	-	-	-	EamA
USA300HOU_RS00565	596319.STAWA0001_0281	1.6e-162	579.3	COG1167@1|root,COG1167@2|Bacteria,1TPS5@1239|Firmicutes,4HB1C@91061|Bacilli,4GY1Z@90964|Staphylococcaceae	91061|Bacilli	K	helix_turn_helix gluconate operon transcriptional repressor	-	-	-	ko:K18907	-	M00700,M00702	-	-	ko00000,ko00002,ko01504,ko03000	-	-	-	Aminotran_1_2,GntR
USA300HOU_RS00570	1280.SAXN108_0094	4.6e-82	310.5	2CB99@1|root,2ZF4H@2|Bacteria,1TY7P@1239|Firmicutes,4I7B2@91061|Bacilli,4H09R@90964|Staphylococcaceae	91061|Bacilli	S	Protein of unknown function (DUF1648)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1648
USA300HOU_RS00575	1280.SAXN108_0095	4e-279	966.8	COG1620@1|root,COG1620@2|Bacteria,1TQNM@1239|Firmicutes,4HAF3@91061|Bacilli,4GY2R@90964|Staphylococcaceae	91061|Bacilli	C	L-lactate permease	lctP	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K03303	-	-	-	-	ko00000,ko02000	2.A.14	-	-	Lactate_perm
USA300HOU_RS00580	1280.SAXN108_0096	1.1e-137	496.9	COG1388@1|root,COG1388@2|Bacteria,1UHNX@1239|Firmicutes,4HYIY@91061|Bacilli,4GYYY@90964|Staphylococcaceae	91061|Bacilli	M	LysM domain	-	GO:0008150,GO:0009405,GO:0044419,GO:0051704	-	ko:K14196	ko05150,map05150	-	-	-	ko00000,ko00001	-	-	-	B,Gram_pos_anchor,LysM,YSIRK_signal
USA300HOU_RS00585	1280.SAXN108_0097	2.3e-131	474.9	COG1846@1|root,COG1846@2|Bacteria	2|Bacteria	K	DNA-binding transcription factor activity	-	GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0044212,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	HTH_36,MarR_2,RepL
USA300HOU_RS00590	1280.SAXN108_0098	1e-163	582.8	COG0609@1|root,COG0609@2|Bacteria,1TPX6@1239|Firmicutes,4HAM8@91061|Bacilli,4GYNC@90964|Staphylococcaceae	91061|Bacilli	P	FecCD transport family	yfhA	-	-	ko:K02015	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.14	-	-	FecCD
USA300HOU_RS00595	1280.SAXN108_0099	1.3e-163	582.4	COG0609@1|root,COG0609@2|Bacteria,1TP13@1239|Firmicutes,4HAW8@91061|Bacilli,4GXRR@90964|Staphylococcaceae	91061|Bacilli	P	FecCD transport family	sirB	-	-	ko:K02015	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.14	-	-	FecCD
