,gene_weight,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon,regulator,iModulon,Locustag
4,0.2306018025091591,thiM,NC_010079.1,,2213421,2214212,-,hydroxyethylthiazole kinase,Coenzyme transport and metabolism,A6QIT6,Op1349,TPP,TPP,USA300HOU_RS11300
5,0.2336503498540432,thiD,NC_010079.1,,2214196,2215026,-,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,Coenzyme transport and metabolism,A0A0H2WXB7,Op1349,TPP,TPP,USA300HOU_RS11305
6,0.2293751132730969,tenA,NC_010079.1,,2215019,2215708,-,thiaminase II,Nucleotide transport and metabolism,A0A0D6H8Z6,Op1349,TPP,TPP,USA300HOU_RS11310
0,0.1001876323234086,USA300HOU_RS00085,NC_010079.1,USA300HOU_0017,22465,23748,+,adenylosuccinate synthase,Nucleotide transport and metabolism,A0A0H2XG07,Op9,PurR,PurR,USA300HOU_RS00085
1,0.1916468435101562,purE,NC_010079.1,USA300HOU_1009,1073394,1073876,+,5-(carboxyamino)imidazole ribonucleotide mutase,Nucleotide transport and metabolism,A0A0E1VIV4,Op676,PurR,PurR,USA300HOU_RS05300
2,0.2234446409849407,purK,NC_010079.1,USA300HOU_1010,1073863,1074987,+,5-(carboxyamino)imidazole ribonucleotide synthase,Nucleotide transport and metabolism,A0A0E7NDD8,Op676,PurR,PurR,USA300HOU_RS05305
3,0.251543076069888,USA300HOU_RS05310,NC_010079.1,USA300HOU_1011,1074991,1075695,+,phosphoribosylaminoimidazolesuccinocarboxamide synthase,Nucleotide transport and metabolism,A0A0E1VIT9,Op676,PurR,PurR,USA300HOU_RS05310
4,0.264589273351665,purS,NC_010079.1,USA300HOU_1012,1075695,1075958,+,phosphoribosylformylglycinamidine synthase subunit PurS,Nucleotide transport and metabolism,A0A0E1VKY1,Op676,PurR,PurR,USA300HOU_RS05315
5,0.2676978697453665,purQ,NC_010079.1,USA300HOU_1013,1075960,1076631,+,phosphoribosylformylglycinamidine synthase I,Nucleotide transport and metabolism,A0A0H3K7C2,Op676,PurR,PurR,USA300HOU_RS05320
6,0.2722023111404666,purL,NC_010079.1,USA300HOU_1014,1076624,1078813,+,phosphoribosylformylglycinamidine synthase subunit PurL,Nucleotide transport and metabolism,A0A0D6HVX5,Op676,PurR,PurR,USA300HOU_RS05325
7,0.2730340922119644,USA300HOU_RS05330,NC_010079.1,USA300HOU_1015,1078792,1080276,+,amidophosphoribosyltransferase,Nucleotide transport and metabolism,A0A0H2XFY4,Op676,PurR,PurR,USA300HOU_RS05330
8,0.2757015136537037,USA300HOU_RS05335,NC_010079.1,USA300HOU_1016,1080269,1081297,+,phosphoribosylformylglycinamidine cyclo-ligase,Nucleotide transport and metabolism,A0A0D6HUM7,Op676,PurR,PurR,USA300HOU_RS05335
9,0.2834591122211577,purN,NC_010079.1,,1081300,1081866,+,phosphoribosylglycinamide formyltransferase,Nucleotide transport and metabolism,A0A0D6HU21,Op676,PurR,PurR,USA300HOU_RS05340
10,0.2683371869494239,purH,NC_010079.1,USA300HOU_1017,1081881,1083359,+,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,Nucleotide transport and metabolism,A0A1S6BG66,Op676,PurR,PurR,USA300HOU_RS05345
11,0.2594681189551246,USA300HOU_RS05350,NC_010079.1,USA300HOU_1018,1083381,1084628,+,phosphoribosylamine--glycine ligase,Nucleotide transport and metabolism,A0A0D6HVU1,Op676,PurR,PurR,USA300HOU_RS05350
12,0.1095256378715715,guaC,NC_010079.1,,1366581,1367558,+,GMP reductase,Function unknown,A0A0E0VNL8,Op850,VraR,PurR,USA300HOU_RS06800
13,0.0938555451771199,USA300HOU_RS12190,NC_010079.1,USA300HOU_2234,2372441,2373775,-,NCS2 family permease,Function unknown,A0A0E0VS86,Op1441,,PurR,USA300HOU_RS12190
0,0.4672485200105599,USA300HOU_RS03030,NC_010079.1,USA300HOU_0572,637150,637317,-,protein VraX,Function unknown,A0A0D1IDH6,Op380,"VraR,WalR",VraS2-1,USA300HOU_RS03030
1,0.0723697332071655,USA300HOU_RS03440,NC_010079.1,USA300HOU_0655,708755,709507,-,M50 family metallopeptidase,Function unknown,A0A0E1VJS2,Op429,VraR,VraS2-1,USA300HOU_RS03440
2,-0.0693517305130837,USA300HOU_RS15220,NC_010079.1,,1002523,1002780,+,competence protein,No COG annotation,A0A0E8G9A9,Op629,,VraS2-1,USA300HOU_RS15220
3,0.0826100646273461,USA300HOU_RS08775,NC_010079.1,USA300HOU_1649,1758627,1758746,-,hypothetical protein,No COG annotation,A0A0E1VIY5,Op1051,WalR,VraS2-1,USA300HOU_RS08775
4,0.1295990951099015,USA300HOU_RS08780,NC_010079.1,USA300HOU_1650,1758820,1759293,-,DUF4930 family protein,Function unknown,A0A0H2WW96,Op1052,"VraR,VraS2,WalR",VraS2-1,USA300HOU_RS08780
5,0.122591909179217,USA300HOU_RS15345,NC_010079.1,,1759453,1759650,+,hypothetical protein,No COG annotation,A0A0H3JM99,Op1053,,VraS2-1,USA300HOU_RS15345
6,0.069180146096013,USA300HOU_RS10220,NC_010079.1,USA300HOU_1880,2026284,2026913,-,response regulator transcription factor,Transcription,A0A0H2XGC9,Op1228,VraS2,VraS2-1,USA300HOU_RS10220
7,0.068497363985063,USA300HOU_RS10225,NC_010079.1,USA300HOU_1881,2026903,2027946,-,sensor histidine kinase,Signal transduction mechanisms,A0A077VLC3,Op1228,VraS2,VraS2-1,USA300HOU_RS10225
8,0.0726621509875345,USA300HOU_RS10230,NC_010079.1,USA300HOU_1882,2027943,2028644,-,cell wall-active antibiotics response protein,Function unknown,A0A0E0VS12,Op1228,VraS2,VraS2-1,USA300HOU_RS10230
9,0.1045566818824485,USA300HOU_RS10235,NC_010079.1,USA300HOU_1883,2028659,2029045,-,hypothetical protein,No COG annotation,A0A0E1VZ71,Op1228,VraS2,VraS2-1,USA300HOU_RS10235
10,-0.0775955235262136,USA300HOU_RS13560,NC_010079.1,,2635931,2636032,-,hypothetical protein,No COG annotation,A0A2C9TPE7,Op1632,,VraS2-1,USA300HOU_RS13560
11,0.4706735726273172,USA300HOU_RS13875,NC_010079.1,USA300HOU_2551,2696257,2696448,+,hypothetical protein,No COG annotation,A0A077UJ03,Op1681,"VraR,VraS2,WalR",VraS2-1,USA300HOU_RS13875
0,0.1659615885623092,USA300HOU_RS00550,NC_010079.1,USA300HOU_0116,118945,120606,-,Na/Pi cotransporter family protein,Inorganic ion transport and metabolism,A0A0H2X053,Op82,WalR,PhoR,USA300HOU_RS00550
1,0.1387926610146279,phoU,NC_010079.1,USA300HOU_1319,1421704,1422345,-,phosphate signaling complex protein PhoU,Inorganic ion transport and metabolism,A0A0E1VRM4,Op884,,PhoR,USA300HOU_RS07050
2,0.1600482768844587,USA300HOU_RS07055,NC_010079.1,USA300HOU_1320,1422352,1423203,-,phosphate ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,A0A0H3K8K4,Op884,,PhoR,USA300HOU_RS07055
3,0.2050591072777009,pstA,NC_010079.1,USA300HOU_1321,1423250,1424167,-,phosphate ABC transporter permease PstA,Inorganic ion transport and metabolism,A0A0H2WZS2,Op885,,PhoR,USA300HOU_RS07060
4,0.242106778778896,pstC,NC_010079.1,USA300HOU_1322,1424169,1425095,-,phosphate ABC transporter permease subunit PstC,Inorganic ion transport and metabolism,A0A0H2WYU9,Op885,,PhoR,USA300HOU_RS07065
5,0.3290538535600081,USA300HOU_RS07070,NC_010079.1,USA300HOU_1324,1425286,1426269,-,phosphate ABC transporter substrate-binding protein PstS,Inorganic ion transport and metabolism,A0A0E1VJS9,Op886,,PhoR,USA300HOU_RS07070
6,0.2738840561908773,USA300HOU_RS13740,NC_010079.1,,2668742,2668945,+,hypothetical protein,No COG annotation,A0A077UNB7,Op1657,WalR,PhoR,USA300HOU_RS13740
7,0.1559370489840736,USA300HOU_RS14280,NC_010079.1,USA300HOU_2626,2771202,2772626,+,alkaline phosphatase,Inorganic ion transport and metabolism,A0A0E1VPT4,Op1740,,PhoR,USA300HOU_RS14280
0,0.0631186533754272,hutH,NC_010079.1,USA300HOU_0008,10920,12434,+,histidine ammonia-lyase,Amino acid transport and metabolism,A0A0D6GN27,Op4,CcpA,CcpA-1,USA300HOU_RS00040
1,0.0615519158221876,deoD,NC_010079.1,USA300HOU_0148,156971,157678,+,purine-nucleoside phosphorylase,Nucleotide transport and metabolism,A0A0H2WZZ1,Op103,,CcpA-1,USA300HOU_RS00720
2,0.1652895315116523,USA300HOU_RS00890,NC_010079.1,USA300HOU_0181,191832,193319,+,aldehyde dehydrogenase family protein,Energy production and conversion,A0A0D6GJB8,Op117,CcpA,CcpA-1,USA300HOU_RS00890
3,0.0586491322208143,USA300HOU_RS00985,NC_010079.1,USA300HOU_0200,218690,219247,-,isochorismatase family protein,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0D6GIX1,Op129,,CcpA-1,USA300HOU_RS00985
4,0.0676803804944304,USA300HOU_RS00990,NC_010079.1,USA300HOU_0201,219314,220954,-,alpha-keto acid decarboxylase family protein,Carbohydrate transport and metabolism,A0A0D6GJ33,Op130,CcpA,CcpA-1,USA300HOU_RS00990
5,0.0459445352861394,USA300HOU_RS00995,NC_010079.1,USA300HOU_0202,221148,221249,+,hypothetical protein,No COG annotation,A0A0H2WXH0,Op131,,CcpA-1,USA300HOU_RS00995
6,0.1446052732077773,USA300HOU_RS01005,NC_010079.1,USA300HOU_0204,223874,224914,+,DUF871 domain-containing protein,Function unknown,A0A133PT72,Op133,"MurR,CcpA",CcpA-1,USA300HOU_RS01005
7,0.1510036248824678,murQ,NC_010079.1,USA300HOU_0205,224914,225810,+,N-acetylmuramic acid 6-phosphate etherase,Carbohydrate transport and metabolism,A0A0E1XKH4,Op133,"MurR,CcpA",CcpA-1,USA300HOU_RS01010
8,0.1116809610418858,USA300HOU_RS01015,NC_010079.1,USA300HOU_0206,225822,227276,+,PTS transporter subunit EIIC,Carbohydrate transport and metabolism,A0A0H3KA42,Op133,"MurR,CcpA",CcpA-1,USA300HOU_RS01015
9,0.0931097763387195,USA300HOU_RS01020,NC_010079.1,USA300HOU_0207,227279,228154,+,MurR/RpiR family transcriptional regulator,Transcription,A0A0D1GPL9,Op133,"MurR,CcpA",CcpA-1,USA300HOU_RS01020
10,0.1026462930272859,ugpC,NC_010079.1,USA300HOU_0220,246056,247153,+,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC,Inorganic ion transport and metabolism,A0A0D1IFP4,Op142,"MalR,CcpA",CcpA-1,USA300HOU_RS01090
11,0.1022542131358669,USA300HOU_RS01095,NC_010079.1,USA300HOU_0221,247166,248437,+,extracellular solute-binding protein,Carbohydrate transport and metabolism,A0A0E0VM32,Op142,"MalR,CcpA",CcpA-1,USA300HOU_RS01095
12,0.0937556763600221,USA300HOU_RS01100,NC_010079.1,USA300HOU_0222,248440,249708,+,sugar ABC transporter permease,Inorganic ion transport and metabolism,A0A0H2WXL8,Op142,"MalR,CcpA",CcpA-1,USA300HOU_RS01100
13,0.0897912023352096,USA300HOU_RS01105,NC_010079.1,USA300HOU_0223,249710,250549,+,sugar ABC transporter permease,Carbohydrate transport and metabolism,A0A0H2WXI5,Op142,"MalR,CcpA",CcpA-1,USA300HOU_RS01105
14,0.0925837078863421,USA300HOU_RS01110,NC_010079.1,USA300HOU_0224,250623,251699,+,Gfo/Idh/MocA family oxidoreductase,Function unknown,A0A0D6GIE2,Op143,"MalR,CcpA",CcpA-1,USA300HOU_RS01110
15,0.0829298449902388,USA300HOU_RS01115,NC_010079.1,USA300HOU_0225,251724,252764,+,Gfo/Idh/MocA family oxidoreductase,Function unknown,A0A0E0VKL4,Op143,"MalR,CcpA",CcpA-1,USA300HOU_RS01115
16,0.0773501437203379,USA300HOU_RS01120,NC_010079.1,USA300HOU_0226,252819,253787,+,sugar phosphate isomerase/epimerase,Carbohydrate transport and metabolism,A0A0H2WYI9,Op144,"MalR,CcpA",CcpA-1,USA300HOU_RS01120
17,0.0817093413634472,uhpT,NC_010079.1,USA300HOU_0229,254876,256255,+,hexose-6-phosphate:phosphate antiporter,Carbohydrate transport and metabolism,A0A0H2WXJ0,Op146,CcpA,CcpA-1,USA300HOU_RS01130
18,0.0737426142684667,pflB,NC_010079.1,USA300HOU_0233,260474,262723,+,formate C-acetyltransferase,Energy production and conversion,A0A0H3K6G9,Op148,"Rex,CcpA",CcpA-1,USA300HOU_RS01150
19,0.063394567669587,pflA,NC_010079.1,USA300HOU_0234,262746,263501,+,pyruvate formate lyase-activating protein,Coenzyme transport and metabolism,A0A0D1EST2,Op148,"Rex,CcpA,WalR",CcpA-1,USA300HOU_RS01155
20,0.11672634151331,USA300HOU_RS01670,NC_010079.1,USA300HOU_0334,365095,366627,-,sodium:solute symporter,Amino acid transport and metabolism,A0A0D3Q460,Op209,"CcpA,NanR",CcpA-1,USA300HOU_RS01670
21,0.1339941079095239,USA300HOU_RS01675,NC_010079.1,USA300HOU_0335,366667,367548,-,N-acetylneuraminate lyase,Amino acid transport and metabolism,A0A0D1HF05,Op209,"CcpA,NanR",CcpA-1,USA300HOU_RS01675
22,0.0842325530238002,USA300HOU_RS01680,NC_010079.1,USA300HOU_0336,367706,368566,+,ROK family protein,Carbohydrate transport and metabolism,A0A0H2WXP2,Op210,"CcpA,NanR",CcpA-1,USA300HOU_RS01680
23,0.056004391068676,USA300HOU_RS01755,NC_010079.1,USA300HOU_0351,383921,384205,-,PTS sugar transporter subunit IIB,Carbohydrate transport and metabolism,A0A0H2X1F4,Op221,,CcpA-1,USA300HOU_RS01755
24,0.0623963418065627,USA300HOU_RS01760,NC_010079.1,USA300HOU_0352,384207,384650,-,PTS sugar transporter subunit IIA,Carbohydrate transport and metabolism,A0A0E0VLQ8,Op221,,CcpA-1,USA300HOU_RS01760
25,0.0516902742618134,USA300HOU_RS01765,NC_010079.1,USA300HOU_0353,384655,386610,-,BglG family transcription antiterminator,Carbohydrate transport and metabolism,A0A0D6GD02,Op221,,CcpA-1,USA300HOU_RS01765
26,0.1033734515183959,glpT,NC_010079.1,USA300HOU_0357,389330,390688,-,glycerol-3-phosphate transporter,Carbohydrate transport and metabolism,A0A0E1VND8,Op225,CcpA,CcpA-1,USA300HOU_RS01785
27,0.0449533500154223,USA300HOU_RS02050,NC_010079.1,USA300HOU_0410,435447,435854,-,hypothetical protein,Function unknown,A0A0E1VVW8,Op261,,CcpA-1,USA300HOU_RS02050
28,-0.044578914358233,USA300HOU_RS02180,NC_010079.1,USA300HOU_0435,460534,461211,+,superantigen-like protein SSL11,Function unknown,A0A0D6GBH7,Op280,"SaeR,WalR",CcpA-1,USA300HOU_RS02180
29,-0.0418907763901614,USA300HOU_RS02185,NC_010079.1,USA300HOU_0436,461233,462741,+,FKLRK protein,No COG annotation,A0A0D6GBG7,Op280,SaeR,CcpA-1,USA300HOU_RS02185
30,0.0618463461279359,treP,NC_010079.1,USA300HOU_0474,504109,505536,+,PTS system trehalose-specific EIIBC component,Carbohydrate transport and metabolism,A0A0D6G8E8,Op307,"TreR,CcpA",CcpA-1,USA300HOU_RS02390
31,0.0535873698506975,USA300HOU_RS02890,NC_010079.1,USA300HOU_0543,600079,601266,+,glycine C-acetyltransferase,Amino acid transport and metabolism,A0A0H2XJW8,Op359,CcpA,CcpA-1,USA300HOU_RS02890
32,0.0661743126444445,USA300HOU_RS02900,NC_010079.1,USA300HOU_0545,602570,604207,+,ribulokinase,Nucleotide transport and metabolism,A0A0D6G7N9,Op361,CcpA,CcpA-1,USA300HOU_RS02900
33,0.0895559803306958,USA300HOU_RS02905,NC_010079.1,USA300HOU_0546,604421,605386,+,NAD-dependent epimerase/dehydratase family protein,Cell wall/membrane/envelope biogenesis,A0A0E1VM57,Op362,CcpA,CcpA-1,USA300HOU_RS02905
34,0.0416872414903905,USA300HOU_RS03195,NC_010079.1,USA300HOU_0607,664452,664988,+,flavodoxin family protein,Function unknown,A0A0E1VJL8,Op403,,CcpA-1,USA300HOU_RS03195
35,0.0979201671273528,dhaK,NC_010079.1,USA300HOU_0671,725114,726082,+,dihydroxyacetone kinase subunit DhaK,Carbohydrate transport and metabolism,A0A0E1VJT6,Op441,CcpA,CcpA-1,USA300HOU_RS03515
36,0.0877225016157677,dhaL,NC_010079.1,USA300HOU_0672,726124,726708,+,dihydroxyacetone kinase subunit L,Function unknown,A0A0H2WY58,Op442,CcpA,CcpA-1,USA300HOU_RS03520
37,0.0786784325354646,USA300HOU_RS03525,NC_010079.1,USA300HOU_0673,726701,727063,+,PTS-dependent dihydroxyacetone kinase phosphotransferase subunit DhaM,Function unknown,A0A0H2WY35,Op442,CcpA,CcpA-1,USA300HOU_RS03525
38,0.0556000888073234,raiA,NC_010079.1,USA300HOU_0779,830259,830831,+,ribosome-associated translation inhibitor RaiA,"Translation, ribosomal structure and biogenesis",A0A0E0VNX4,Op515,,CcpA-1,USA300HOU_RS04065
39,-0.0445834622887332,USA300HOU_RS04180,NC_010079.1,USA300HOU_0801,856229,857242,+,sugar-binding transcriptional regulator,Transcription,A0A0E0VMG4,Op530,CggR,CcpA-1,USA300HOU_RS04180
40,0.0981063307165325,USA300HOU_RS04745,NC_010079.1,USA300HOU_0916,951803,952993,+,ornithine--oxo-acid transaminase,Amino acid transport and metabolism,A0A0H2XIK4,Op603,CcpA,CcpA-1,USA300HOU_RS04745
41,0.084654713447076,USA300HOU_RS04750,NC_010079.1,USA300HOU_0917,953102,954346,+,Glu/Leu/Phe/Val dehydrogenase,Amino acid transport and metabolism,A0A0H2XHC2,Op604,CcpA,CcpA-1,USA300HOU_RS04750
42,0.0858596007511768,USA300HOU_RS04760,NC_010079.1,USA300HOU_0918,954849,955778,-,glycerophosphodiester phosphodiesterase,Energy production and conversion,A0A0E0VP88,Op605,WalR,CcpA-1,USA300HOU_RS04760
43,0.0655865787123927,USA300HOU_RS05030,NC_010079.1,USA300HOU_0973,1019169,1019678,+,hypothetical protein,"Translation, ribosomal structure and biogenesis",A0A0D6HVI7,Op639,CcpA,CcpA-1,USA300HOU_RS05030
44,0.0718761787635602,USA300HOU_RS05740,NC_010079.1,USA300HOU_1083,1158740,1159354,+,succinate dehydrogenase cytochrome B558,Energy production and conversion,A0A0E0VPD4,Op727,CcpA,CcpA-1,USA300HOU_RS05740
45,0.0760109879684927,sdhA,NC_010079.1,USA300HOU_1084,1159406,1161172,+,succinate dehydrogenase flavoprotein subunit,Energy production and conversion,A0A0E0VN68,Op728,CcpA,CcpA-1,USA300HOU_RS05745
46,0.0714619378334355,sdhB,NC_010079.1,USA300HOU_1085,1161172,1161987,+,succinate dehydrogenase iron-sulfur subunit,Energy production and conversion,A0A0E0VPR6,Op728,CcpA,CcpA-1,USA300HOU_RS05750
47,0.0404630295871599,USA300HOU_RS05785,NC_010079.1,USA300HOU_1092,1165305,1165706,-,formyl peptide receptor-like 1 inhibitory protein,No COG annotation,A0A0D3Q6D3,Op732,WalR,CcpA-1,USA300HOU_RS05785
48,0.0733223609985222,sucC,NC_010079.1,USA300HOU_1176,1260779,1261945,+,ADP-forming succinate--CoA ligase subunit beta,Nucleotide transport and metabolism,A0A0E0VQ49,Op784,,CcpA-1,USA300HOU_RS06265
49,0.0722552264015928,sucD,NC_010079.1,USA300HOU_1177,1261967,1262875,+,succinate--CoA ligase subunit alpha,Energy production and conversion,A0A0D1K919,Op784,,CcpA-1,USA300HOU_RS06270
50,0.0974577294203335,USA300HOU_RS06540,NC_010079.1,USA300HOU_1230,1326251,1327069,+,aquaporin family protein,Carbohydrate transport and metabolism,A0A0E1VJZ3,Op814,CcpA,CcpA-1,USA300HOU_RS06540
51,0.0608715704817682,glpK,NC_010079.1,USA300HOU_1231,1327198,1328694,+,glycerol kinase GlpK,Nucleotide transport and metabolism,A6QGJ8,Op815,CcpA,CcpA-1,USA300HOU_RS06545
52,0.0818072863793621,USA300HOU_RS06740,NC_010079.1,USA300HOU_1270,1355135,1355710,+,hypothetical protein,Amino acid transport and metabolism,A0A0D1HWR5,Op840,CcpA,CcpA-1,USA300HOU_RS06740
53,0.0445549005512354,acnA,NC_010079.1,USA300HOU_1283,1381078,1383783,+,aconitate hydratase AcnA,Energy production and conversion,A0A0E1VK53,Op862,"Fur,CcpA",CcpA-1,USA300HOU_RS06870
54,0.0811963302086888,sucB,NC_010079.1,USA300HOU_1347,1449841,1451109,-,dihydrolipoyllysine-residue succinyltransferase,Energy production and conversion,A0A0D6HMR8,Op900,,CcpA-1,USA300HOU_RS07205
55,0.0938607394489639,USA300HOU_RS07210,NC_010079.1,USA300HOU_1348,1451123,1453921,-,2-oxoglutarate dehydrogenase E1 component,Energy production and conversion,A0A0E0VP15,Op900,,CcpA-1,USA300HOU_RS07210
56,0.0424345000976609,USA300HOU_RS07505,NC_010079.1,USA300HOU_1405,1539287,1539487,-,hypothetical protein,No COG annotation,A0A0E0VQB9,Op930,,CcpA-1,USA300HOU_RS07505
57,0.0814760656220839,ndk,NC_010079.1,USA300HOU_1406,1539696,1540145,-,nucleoside-diphosphate kinase,Nucleotide transport and metabolism,A0A0D1HQY5,Op931,,CcpA-1,USA300HOU_RS07510
58,0.0889627832879694,USA300HOU_RS08055,NC_010079.1,USA300HOU_1509,1623598,1625247,-,alpha-glucosidase,Carbohydrate transport and metabolism,A0A0D6HJV9,Op985,"MalR,CcpA",CcpA-1,USA300HOU_RS08055
59,0.0922812398965232,USA300HOU_RS08060,NC_010079.1,USA300HOU_1510,1625263,1626282,-,LacI family DNA-binding transcriptional regulator,Transcription,A0A0D3Q857,Op985,"MalR,CcpA",CcpA-1,USA300HOU_RS08060
60,0.0551382206198356,USA300HOU_RS08195,NC_010079.1,USA300HOU_1536,1649373,1650845,-,aminomethyl-transferring glycine dehydrogenase subunit GcvPB,Amino acid transport and metabolism,A0A0D3Q7S7,Op999,Glycine,CcpA-1,USA300HOU_RS08195
61,0.0583336100558589,USA300HOU_RS08200,NC_010079.1,USA300HOU_1537,1650838,1652184,-,aminomethyl-transferring glycine dehydrogenase subunit GcvPA,Amino acid transport and metabolism,A0A068A8X3,Op999,Glycine,CcpA-1,USA300HOU_RS08200
62,0.0662007758178187,gcvT,NC_010079.1,USA300HOU_1538,1652204,1653295,-,glycine cleavage system aminomethyltransferase GcvT,Amino acid transport and metabolism,A0A0E0VPD8,Op999,Glycine,CcpA-1,USA300HOU_RS08205
63,0.0404176415181818,pxpA,NC_010079.1,USA300HOU_1605,1712674,1713426,-,5-oxoprolinase subunit PxpA,Function unknown,A0A0D3Q8K2,Op1033,CcpA,CcpA-1,USA300HOU_RS08550
64,0.0423633892400843,USA300HOU_RS08555,NC_010079.1,USA300HOU_1606,1713426,1714787,-,acetyl-CoA carboxylase biotin carboxylase subunit,Lipid transport and metabolism,A0A0E1VJ77,Op1033,CcpA,CcpA-1,USA300HOU_RS08555
65,0.0431926953287772,USA300HOU_RS08565,NC_010079.1,USA300HOU_1608,1715252,1716262,-,biotin-dependent carboxyltransferase family protein,Amino acid transport and metabolism,A0A0D3Q842,Op1033,CcpA,CcpA-1,USA300HOU_RS08565
66,0.042655099288397,pxpB,NC_010079.1,USA300HOU_1609,1716252,1716986,-,5-oxoprolinase subunit PxpB,Amino acid transport and metabolism,A0A0H2WZI9,Op1033,CcpA,CcpA-1,USA300HOU_RS08570
67,0.1262563467403685,gap,NC_010079.1,USA300HOU_1674,1788494,1789519,-,type I glyceraldehyde-3-phosphate dehydrogenase,Carbohydrate transport and metabolism,A0A0E1VIV1,Op1072,,CcpA-1,USA300HOU_RS08940
68,0.0611315511976295,icd,NC_010079.1,USA300HOU_1681,1798881,1800149,-,NADP-dependent isocitrate dehydrogenase,Energy production and conversion,A0A0D6WE47,Op1076,CcpA,CcpA-1,USA300HOU_RS08980
69,0.0730217559241756,USA300HOU_RS08985,NC_010079.1,USA300HOU_1682,1800198,1801319,-,citrate synthase,Energy production and conversion,A0A0E0VPN6,Op1076,CcpA,CcpA-1,USA300HOU_RS08985
70,-0.0513135778980796,pyk,NC_010079.1,USA300HOU_1684,1805353,1807110,-,pyruvate kinase,Nucleotide transport and metabolism,A0A0E1VIR3,Op1079,CcpA,CcpA-1,USA300HOU_RS09005
71,-0.0492175397972621,pfkA,NC_010079.1,USA300HOU_1685,1807132,1808100,-,6-phosphofructokinase,Nucleotide transport and metabolism,A0A0E0VRI3,Op1079,CcpA,CcpA-1,USA300HOU_RS09010
72,0.1071844759072705,ald,NC_010079.1,USA300HOU_1696,1820920,1822038,-,alanine dehydrogenase,Amino acid transport and metabolism,A0A0H3KDA8,Op1088,"CcpA,GraS",CcpA-1,USA300HOU_RS09065
